target_gfm,target_soc,soc_others,P_head_total_mw,dP_critical_mw,A_bar
G2,0.175,0.8,3.1864,1.962993752471332,5.994819898820732
G2,0.2,0.8,3.3002,2.61732500329511,6.000576447145712
G2,0.225,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.25,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.275,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.3,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.325,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.35,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.375,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.4,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.425,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.45,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.475,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.5,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.525,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.55,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.575,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.6,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.625,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.65,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.675,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.7,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.725,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.75,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.775,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.8,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.825,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.85,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.875,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.9,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.925,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.95,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,0.975,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G2,1.0,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.1,0.8,2.8449999999999998,0.0,6.032953353151737
G3,0.125,0.8,2.9587999999999997,0.6543312508237774,6.026721631404957
G3,0.15,0.8,3.0726,1.3086625016475548,6.020951518676458
G3,0.175,0.8,3.1863999999999995,1.962993752471332,6.015593556857136
G3,0.2,0.8,3.3002,2.61732500329511,6.010605109646044
G3,0.225,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.25,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.275,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.3,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.325,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.35,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.375,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.4,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.425,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.45,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.475,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.5,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.525,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.55,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.575,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.6,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.625,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.65,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.675,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.7,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.725,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.75,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.775,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.8,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.825,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.85,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.875,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.9,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.925,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.95,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,0.975,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G3,1.0,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.1,0.8,3.1294999999999997,0.0,6.258178900581752
G4,0.125,0.8,3.1864,0.6544175059319798,6.204129684510452
G4,0.15,0.8,3.2432999999999996,1.3088350118639596,6.151976932160955
G4,0.175,0.8,3.3002,1.9632525177959392,6.101622550582127
G4,0.2,0.8,3.3570999999999995,2.61767002372792,6.052975097192416
G4,0.225,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.25,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.275,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.3,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.325,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.35,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.375,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.4,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.425,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.45,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.475,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.5,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.525,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.55,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.575,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.6,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.625,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.65,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.675,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.7,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.725,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.75,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.775,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.8,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.825,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.85,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.875,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.9,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.925,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.95,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,0.975,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G4,1.0,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
