pflow_converged,eig_ok,error,n_modes,n_free_angle,max_re_all,max_re,n_unstable,stable,zeta_min,f_at_zeta_min_hz,zeta_min_lf,f_at_zeta_min_lf_hz,f_worst_unstable_hz,wallclock_s,deployment,x_f_pu,droop_r,load_p2z,p_head_mw,config,kp_plim,kp_i,ki_i
True,True,,47,5,1.4042653844417546e-09,-1.0426287871963908,0,True,0.036549807735486696,55.418023717019146,0.504821437840513,0.28374972932442083,,0.2,2gfm,0.15,0.02,0.0,,current,5.0,0.2,5.0
True,True,,47,5,1.9717280722634857e-08,-1.0293659568321594,0,True,0.03853099809393827,55.77399046427621,0.513842683439158,0.2735196562433265,,0.44,2gfm,0.15,0.02,1.0,,current,5.0,0.2,5.0
True,True,,47,5,7.945146390486453e-10,-1.084765543613369,0,True,0.05846458323985079,61.83600589383718,0.5400657385569017,0.26904622171545306,,0.19,2gfm,0.15,0.03,0.0,,current,5.0,0.2,5.0
True,True,,47,5,1.5045167748659564e-08,-1.0586687494282203,0,True,0.05935744012278155,62.145006227612306,0.5437902532049023,0.26003106404650594,,0.2,2gfm,0.15,0.03,1.0,,current,5.0,0.2,5.0
True,True,,47,5,9.475858078269111e-10,-1.100245088254982,0,True,0.07557270633001131,73.68572973800802,0.5625096107978845,0.25738025698454126,,0.2,2gfm,0.15,0.05,0.0,,current,5.0,0.2,5.0
True,True,,47,5,3.823406989076438e-08,-1.0680625372577088,0,True,0.07578459637943849,73.92344770416558,0.5626519344692607,0.2497593350408475,,0.2,2gfm,0.15,0.05,1.0,,current,5.0,0.2,5.0
True,True,,47,5,1.955477020613534e-16,-1.0429489376285201,0,True,0.06087618190448401,43.84024847495836,0.5047099531945526,0.28392099314641633,,0.2,2gfm,0.2,0.02,0.0,,current,5.0,0.2,5.0
True,True,,47,5,2.8235595906593282e-08,-1.0297259695233292,0,True,0.0629156270290292,44.18956400119061,0.5137802277736192,0.2736605102546406,,0.2,2gfm,0.2,0.02,1.0,,current,5.0,0.2,5.0
True,True,,47,5,3.358650950253315e-09,-1.0852698977725581,0,True,0.08969064761655612,49.99121783005904,0.5400449011772147,0.2691859752246096,,0.46,2gfm,0.2,0.03,0.0,,current,5.0,0.2,5.0
True,True,,47,5,1.1328001332464634e-10,-1.0591343272849163,0,True,0.09015553713389252,50.279863586179545,0.543792933713826,0.2601435989135519,,0.21,2gfm,0.2,0.03,1.0,,current,5.0,0.2,5.0
True,True,,47,5,0.0,-1.1008095472113397,0,True,0.10608947362393896,61.278718310869905,0.5625401044429162,0.25749188024933095,,0.2,2gfm,0.2,0.05,0.0,,current,5.0,0.2,5.0
True,True,,47,5,1.8888449943217456e-10,-1.0685524123034909,0,True,0.1059684966687332,61.48314623990073,0.5626882450663956,0.24985029496674963,,0.19,2gfm,0.2,0.05,1.0,,current,5.0,0.2,5.0
True,True,,92,11,5.0078555436859915,5.0078555436859915,2,False,-0.005055805211894757,157.64348984088792,0.41847231293183196,0.3945359427944255,157.64348984088792,0.2,5gfm,0.05,0.02,0.0,,current,5.0,0.2,5.0
True,True,,92,11,4.558564010772869,4.558564010772869,2,False,-0.004596895702562041,157.82614551093744,0.4200167431038135,0.3937292757456483,157.82614551093744,0.2,5gfm,0.05,0.02,1.0,,current,5.0,0.2,5.0
True,True,,92,11,1.418734964520272e-14,-0.16155218801551996,0,True,0.00015635701408773752,164.44307999677105,0.5294177708510613,0.3728633504984559,,0.43,5gfm,0.05,0.03,0.0,,current,5.0,0.2,5.0
True,True,,92,11,1.6639723350059692e-08,-0.5655634720808962,0,True,0.0005467873163457624,164.62014766488403,0.5309358835253856,0.3718492163032007,,0.2,5gfm,0.05,0.03,1.0,,current,5.0,0.2,5.0
True,True,,92,11,3.307857811796214e-09,-1.6690058433946198,0,True,0.007656508457837403,177.40713659810194,0.6297776956039008,0.32763190588885727,,0.2,5gfm,0.05,0.05,0.0,,current,5.0,0.2,5.0
True,True,,92,11,1.8433245708429914e-08,-1.6688500030746218,0,True,0.007947922885476804,177.57359541726902,0.6309993808932396,0.32654944342101333,,0.2,5gfm,0.05,0.05,1.0,,current,5.0,0.2,5.0
True,True,,92,11,4.6216900985550354e-10,-1.1414559451886515,0,True,0.003075462756217169,85.99196007713888,0.41790040604028383,0.3949371652274766,,0.2,5gfm,0.1,0.02,0.0,,current,5.0,0.2,5.0
True,True,,92,11,7.28278153758092e-15,-1.1442530204177728,0,True,0.003918764599470245,86.17085289673373,0.4194526053657787,0.394129181273719,,0.2,5gfm,0.1,0.02,1.0,,current,5.0,0.2,5.0
True,True,,92,11,9.672990119275775e-15,-1.4626991989075595,0,True,0.015327039888705303,92.09864560421438,0.529102675085884,0.37335041085627246,,0.44,5gfm,0.1,0.03,0.0,,current,5.0,0.2,5.0
True,True,,92,11,1.2728491920341204e-14,-1.4645672063648918,0,True,0.015948945719802373,92.27013967718615,0.5306302472029677,0.3723318002787524,,0.2,5gfm,0.1,0.03,1.0,,current,5.0,0.2,5.0
True,True,,92,11,2.2355902858684847e-09,-1.6712621230476892,0,True,0.02980239433847824,103.56175077850342,0.6299131733864132,0.3279578718230625,,0.21,5gfm,0.1,0.05,0.0,,current,5.0,0.2,5.0
True,True,,92,11,1.3677681526393916e-14,-1.6711061453432232,0,True,0.030161833386058347,103.71786974422403,0.6311413495499573,0.3268686872958302,,0.21,5gfm,0.1,0.05,1.0,,current,5.0,0.2,5.0
True,True,,92,11,0.0,-1.1407145004400272,0,True,0.017211742348557286,60.98203845175077,0.4173253599754719,0.39533945063148473,,0.21,5gfm,0.15,0.02,0.0,,current,5.0,0.2,5.0
True,True,,92,11,1.2299035594845687e-08,-1.1435383166960729,0,True,0.018423003217546752,61.16002000907877,0.4188853753892823,0.3945301645158597,,0.21,5gfm,0.15,0.02,1.0,,current,5.0,0.2,5.0
True,True,,92,11,1.1095843737536945e-14,-1.4633969978946324,0,True,0.03599613776691031,66.63435508633906,0.528784992482911,0.37384014177939096,,0.47,5gfm,0.15,0.03,0.0,,current,5.0,0.2,5.0
True,True,,92,11,1.7111502770030474e-08,-1.465290946093683,0,True,0.036770284273806034,66.80421174986901,0.5303221191751242,0.3728170262712498,,0.21,5gfm,0.15,0.03,1.0,,current,5.0,0.2,5.0
