run_id,config_id,gfm_deployment,event_type,dP_mw,P_dg_pre,P_head_mw,soc,mu_I_ana,mu_I_emt,mu_P_ana,f_nadir_ana,f_nadir_emt,rocof_ana,rocof_emt,v_min_emt,i_peak_pu,eps_f,eps_V,secure_flag,wallclock_s,solver,dt,platform,ok,beyond_platform,insecure_because,f_nadir_andes,f_ss_andes,df_ss_andes,df_ss_ana,rocof_andes_window,rocof_andes_device,v_min_andes,v_max_andes,mu_I_andes,mu_I_andes_unit,mu_P_andes,mu_P_andes_unit,n_units_saturated,dP_delivered_mw,p_gfm_pre_mw,settled,t_reached_s,pflow_converged,tds_converged,mu_P_ana_headroom_only,no_equilibrium,dP_critical_ana_mw,error
dpmax_001,G0,6gfm,gen_loss,0.05,0.0,3.414,,0.12607738859343479,,0.1640159045725646,,,,,,0.8578517847694683,,,True,14.101,andes-2.0.0-trapezoid,0.002,andes,True,False,,59.958066453249515,59.96561496718525,-0.03438503281474681,-0.03438474234366404,0.08386709350097023,0.004459226473569605,0.9961439385653791,0.9998608254849457,0.7148764873078903,G4,0.1595967307386796,G6,0,0.050000428029316035,0.5601028650481986,True,7.999999999999988,True,True,0.014645577035735208,False,3.414,
dpmax_002,G0,6gfm,gen_loss,3.0,0.0,3.414,,0.6896051103368177,,0.897117296222664,,,,,,5.073167480757267,,,False,21.422,andes-2.0.0-trapezoid,0.002,andes,True,True,f_nadir 54.8980 < 59.0; rocof 10.2433 > 2.0; v_min 0.5544 < 0.9; mu_I 4.2276 > 1.0 (G4),54.89802803793881,57.93717823841159,-2.0628217615884097,-2.0630845406198417,10.24333019261379,0.43718352209384714,0.5543537535281304,1.0045661315219283,4.2276395672977225,G4,6.917931548554826,G6,0,2.999619557187092,-2.3894858854941736,True,7.999999999999988,True,True,0.8787346221441125,False,3.414,
dpmax_003,G0,6gfm,gen_loss,1.525,0.0,3.414,,0.40784124946512623,,0.5305666003976143,,,,,,1.7668880344595541,,,False,15.609,andes-2.0.0-trapezoid,0.002,andes,True,True,f_nadir 58.7077 < 59.0; rocof 2.5891 > 2.0; v_min 0.8938 < 0.9; mu_I 1.4724 > 1.0 (G4),58.707671739822736,58.95131966457323,-1.0486803354267735,-1.0487346414817529,2.589087125737845,0.13693537735625816,0.8938271800497346,0.9998302875629121,1.4724066953829618,G4,0.5382143325071799,G6,0,1.5249216412852007,-0.914796875384762,True,7.999999999999988,True,True,0.4466900995899238,False,3.414,
dpmax_004,G0,6gfm,gen_loss,0.7875,0.0,3.414,,0.2669593190292805,,0.3472912524850894,,,,,,1.3194227077150942,,,False,13.398,andes-2.0.0-trapezoid,0.002,andes,True,True,mu_I 1.0995 > 1.0 (G4),59.337330489345696,59.458452581439666,-0.5415474185603344,-0.5415596919127086,1.3281288585920077,0.07044401565204772,0.9457398635462597,0.9998432921861053,1.099518923095912,G4,0.30609073078097504,G6,0,0.7874822375263166,-0.17737335360179157,True,7.999999999999988,True,True,0.2306678383128295,False,3.414,
dpmax_005,G0,6gfm,gen_loss,0.41875,0.0,3.414,,0.19651835381135765,,0.25565357852882703,,,,,,1.0895052515092263,,,True,11.967,andes-2.0.0-trapezoid,0.002,andes,True,False,,59.648225582659876,59.71203036735276,-0.28796963264723985,-0.28797221712818627,0.7035488346802482,0.03740628153098333,0.9711295324671392,0.9998811950367823,0.9079210429243553,G4,0.22542252797842174,G6,0,0.4187462786795645,0.19135816771500166,True,7.999999999999988,True,True,0.12265670767428237,False,3.414,
dpmax_006,G0,6gfm,gen_loss,0.603125,0.0,3.414,,0.23173883642031912,,0.30147241550695825,,,,,,1.2047394823031004,,,False,12.452,andes-2.0.0-trapezoid,0.002,andes,True,True,mu_I 1.0039 > 1.0 (G4),59.49294951497309,59.585240591656046,-0.4147594083439543,-0.4147659545204474,1.016606723090255,0.053913749243054115,0.958476396040331,0.9998465399118833,1.003949568585917,G4,0.26360158684419394,G6,0,0.603115540165393,0.006990760114906718,True,7.999999999999988,True,True,0.17666227299355597,False,3.414,
dpmax_007,G0,6gfm,gen_loss,0.5109375,0.0,3.414,,0.21412859511583837,,0.27856299701789267,,,,,,1.1471840127933277,,,True,12.231,andes-2.0.0-trapezoid,0.002,andes,True,False,,59.570633328259646,59.64863525303201,-0.35136474696798814,-0.3513690858243169,0.8591680363450553,0.04565466917098484,0.9648158150469843,0.9998481632601962,0.9559866773277732,G4,0.24401568033895457,G6,0,0.510931238276081,0.09917405220105921,True,7.999999999999988,True,True,0.14965949033391918,False,3.414,
dpmax_008,G0,6gfm,gen_loss,0.5570312500000001,0.0,3.414,,0.22293371576807874,,0.29001770626242546,,,,,,1.175978064913471,,,True,12.43,andes-2.0.0-trapezoid,0.002,andes,True,False,,59.53181625516807,59.61693786063973,-0.3830621393602698,-0.3830675201723822,0.9382283870594211,0.049779296334441184,0.9616492609509826,0.9998473516289231,0.9799817207612259,G4,0.25367959342001506,G6,0,0.557023479062681,0.0530823032267869,True,7.999999999999988,True,True,0.16316088166373757,False,3.414,
dpmax_009,G0,6gfm,gen_loss,0.6400000000000001,0.0,3.414,,0.2387829329421114,,0.31063618290258455,,,,,,1.2277239064329357,,,False,12.433,andes-2.0.0-trapezoid,0.002,andes,True,True,mu_I 1.0231 > 1.0 (G4),59.4618424216644,59.5598828679889,-0.44011713201110325,-0.4401247019988997,1.0779903417665189,0.05721316486439174,0.9559335731168935,0.9998458904764987,1.0231032553607797,G4,0.271732080811802,G6,0,0.6399890561944112,-0.02988232610785837,True,7.999999999999988,True,True,0.1874633860574107,False,3.414,
dpmax_010,G0,6gfm,gen_loss,1.2300000000000002,0.0,3.414,,0.35148847729078797,,0.45725646123260444,,,,,,1.590235188433842,,,False,14.327,andes-2.0.0-trapezoid,0.002,andes,True,True,f_nadir 58.9614 < 59.0; rocof 2.0837 > 2.0; mu_I 1.3252 > 1.0 (G4),58.96143479823183,59.15416882585795,-0.8458311741420488,-0.8458646616541353,2.0837187791433713,0.11024796650383933,0.9148309594431862,0.9998354920462087,1.325195990361535,G4,0.4307521253057425,G6,0,1.229951502469712,-0.6198337894052515,True,7.999999999999988,True,True,0.3602811950790862,False,3.414,
