quantity,event,dP_mw,P_dg_pre_mw,bracket_lo,bracket_hi,found,value,x_secure,x_insecure,tol,n_eval,monotone,note,kappa
P_head_min_mw,gen_loss,0.6,0.0,0.05,3.414,True,0.5953359375,0.6019062500000001,0.5887656250000001,0.02,14,True,"bracketed on [0.05, 3.414]",1.0078343372308176
