p_head_basis,eps_case,dAbar_2to6_pct,dAbar_5to6_pct,dAraw_2to6_pct,dAraw_5to6_pct,dZavg_2to6_pct,dZmax_2to6_pct
bess_mw,eps_numerical,10.423311259685208,7.959666287520162,120.84662251937033,17.774181404567436,-46.842210693899645,-30.687830687830676
bess_mw,eps_x005,5.462300695660827,-2.038042582754296,110.9246013913217,6.8675899097226045,-46.842210693899645,-30.687830687830676
bess_mw,eps_x010,-0.045509511501384825,-2.577786567510132,99.90898097699719,6.278778289988951,-46.842210693899645,-30.687830687830676
bess_mw,eps_x015,-3.4980942460004716,-2.9335382888692974,93.00381150799902,5.890685503051651,-46.842210693899645,-30.687830687830676
inverter_mva,eps_numerical,10.87604242006288,8.287632334798744,131.83172506013148,18.600740176208163,-46.842210693899645,-30.687830687830676
inverter_mva,eps_x005,4.8751618899084415,-2.1943940517756833,119.28442940617225,7.120425562340915,-46.842210693899645,-30.687830687830676
inverter_mva,eps_x010,-0.5271812168743839,-2.7253770241206565,107.98862109198994,6.538872783105942,-46.842210693899645,-30.687830687830676
inverter_mva,eps_x015,-3.9256103829832467,-3.076418739653164,100.88281465376224,6.1543985232370035,-46.842210693899645,-30.687830687830676
