quantity,event,dP_mw,P_dg_pre_mw,bracket_lo,bracket_hi,found,value,x_secure,x_insecure,tol,n_eval,monotone,note,kappa
P_DG_off_max_mw,gen_trip,,,0.0,1.4,True,0.7225585937499999,0.7218749999999999,0.7232421874999999,0.002,16,True,"bracketed on [0, 1.4]",
