quantity,event,dP_mw,P_dg_pre_mw,bracket_lo,bracket_hi,found,value,x_secure,x_insecure,tol,n_eval,monotone,note,kappa
P_head_min_mw,gen_loss,0.7,0.0,0.05,3.414,True,0.7004609374999999,0.70703125,0.693890625,0.02,14,True,"bracketed on [0.05, 3.414]",0.9993419511705462
