run_id,config_id,gfm_deployment,event_type,dP_mw,P_dg_pre,P_head_mw,soc,mu_I_ana,mu_I_emt,mu_P_ana,f_nadir_ana,f_nadir_emt,rocof_ana,rocof_emt,v_min_emt,i_peak_pu,eps_f,eps_V,secure_flag,wallclock_s,solver,dt,platform,ok,beyond_platform,insecure_because,f_nadir_andes,f_ss_andes,df_ss_andes,df_ss_ana,rocof_andes_window,rocof_andes_device,v_min_andes,v_max_andes,mu_I_andes,mu_I_andes_unit,mu_I_cont_andes,mu_I_cont_andes_unit,mu_P_andes,mu_P_andes_unit,n_units_saturated,dP_delivered_mw,p_gfm_pre_mw,settled,t_reached_s,pflow_converged,tds_converged,mu_P_ana_headroom_only,no_equilibrium,dP_critical_ana_mw,error
dpmax_G0_001,G0,6gfm,gen_loss,0.05,0.0,3.414,,0.07564643315606087,,0.1640159045725646,,,,,,0.6470147913609369,,,True,11.273,andes-2.0.0-trapezoid,0.002,andes,True,False,,59.9580581322288,59.965614298067464,-0.03438570193253554,-0.03438474234366404,0.08388373554240049,0.004466168005297606,0.9960825668905107,0.9998451025282299,0.32350739568046843,G4,0.5391789928007807,G4,0.15657766937000192,G4,0,0.050001395038523744,0.5601180096239539,True,7.999999999999988,True,True,0.014645577035735208,False,3.414,
dpmax_G0_002,G0,6gfm,gen_loss,3.0,0.0,3.414,,0.4137630662020906,,0.897117296222664,,,,,,4.555111830006495,,,False,29.743,andes-2.0.0-trapezoid,0.002,andes,True,True,f_nadir 54.9668 < 59.0; rocof 10.1026 > 2.0; v_min 0.6311 < 0.9; mu_I(ImaxF) 2.2776 > 1.0 (G6),54.96676131725886,57.93719107629679,-2.0628089237032086,-2.0630845406198417,10.102565323428214,0.40307132743880086,0.6310554468527629,1.0039651931540317,2.2775559150032474,G6,3.795926525005412,G6,8.719099100781158,G6,0,2.999597985328191,-2.3894664806853267,True,7.999999999999988,True,True,0.8787346221441125,False,3.414,
dpmax_G0_003,G0,6gfm,gen_loss,1.525,0.0,3.414,,0.2447047496790757,,0.5305666003976143,,,,,,1.5679240444848819,,,False,17.612,andes-2.0.0-trapezoid,0.002,andes,True,False,f_nadir 58.7083 < 59.0; rocof 2.5934 > 2.0; v_min 0.8959 < 0.9,58.70825487261366,58.951303836038875,-1.0486961639611252,-1.0487346414817529,2.593447155230628,0.13686474050597316,0.8959068240870675,0.9998178184338716,0.7839620222424409,G6,1.3066033704040683,G6,0.39120441558571556,G4,0,1.524943732043622,-0.9147796606184725,True,7.999999999999988,True,True,0.4466900995899238,False,3.414,
dpmax_G0_004,G0,6gfm,gen_loss,0.7875,0.0,3.414,,0.1601755914175683,,0.3472912524850894,,,,,,1.1065187114653,,,True,16.054,andes-2.0.0-trapezoid,0.002,andes,True,False,,59.33706577988993,59.45844253467735,-0.5415574653226471,-0.5415596919127086,1.3310154552734863,0.07049130383153086,0.9462896930376833,0.9998314739730861,0.55325935573265,G6,0.9220989262210832,G6,0.24774097852134477,G4,0,0.7874965720871728,-0.1773571885544177,True,7.999999999999988,True,True,0.2306678383128295,False,3.414,
dpmax_G0_005,G0,6gfm,gen_loss,1.15625,0.0,3.414,,0.202440170548322,,0.4389289264413519,,,,,,1.3374435297167921,,,True,17.054,andes-2.0.0-trapezoid,0.002,andes,True,False,,59.02407236479754,59.204868876221376,-0.7951311237786243,-0.7951471666972307,1.9594323633909114,0.10363182394632107,0.9211993572705717,0.9998246495760656,0.6687217648583961,G6,1.1145362747639935,G6,0.31042360791649204,G4,0,1.1562263043609766,-0.5460750144812326,True,7.999999999999988,True,True,0.33867896895137667,False,3.414,
dpmax_G0_006,G0,6gfm,gen_loss,1.340625,0.0,3.414,,0.22357246011369886,,0.4847477634194831,,,,,,1.4528468652539905,,,False,17.336,andes-2.0.0-trapezoid,0.002,andes,True,False,f_nadir 58.8666 < 59.0; rocof 2.2756 > 2.0,58.866609498369556,59.07808521603764,-0.9219147839623574,-0.9219409040894919,2.2755806364616755,0.12023526397439423,0.9085739316907313,0.9998212348480541,0.7264234326269953,G6,1.2107057210449923,G6,0.3480870097771047,G4,0,1.340586603530176,-0.7304289849178622,True,7.999999999999988,True,True,0.39268453427065025,False,3.414,
dpmax_G0_007,G0,6gfm,gen_loss,1.2484375,0.0,3.414,,0.21300631533101042,,0.4618383449304175,,,,,,1.3952040332793987,,,False,16.934,andes-2.0.0-trapezoid,0.002,andes,True,False,f_nadir 58.9454 < 59.0; rocof 2.1173 > 2.0,58.94543630862083,59.1414767723518,-0.8585232276481989,-0.8585440353933613,2.1173150053453136,0.11192880499757021,0.914890389092671,0.9998229424228395,0.6976020166396993,G6,1.1626700277328323,G6,0.32864130011605797,G4,0,1.2484068421676615,-0.6382524115685456,True,7.999999999999988,True,True,0.3656817516110135,False,3.414,
dpmax_G0_008,G0,6gfm,gen_loss,1.20234375,0.0,3.414,,0.2077232429396662,,0.4503836356858847,,,,,,1.3663143173800323,,,False,16.877,andes-2.0.0-trapezoid,0.002,andes,True,False,f_nadir 58.9848 < 59.0; rocof 2.0383 > 2.0,58.984776691416116,59.17317275638591,-0.8268272436140904,-0.826845601045296,2.0383288013925145,0.10778045690058492,0.9180458477885838,0.9998237960521525,0.6831571586900161,G6,1.1385952644833601,G6,0.31938645099633167,G4,0,1.2023166701572676,-0.5921638160051153,True,7.999999999999988,True,True,0.3521803602811951,False,3.414,
dpmax_G0_009,G0,6gfm,gen_loss,1.179296875,0.0,3.414,,0.2050817067439941,,0.44465628106361826,,,,,,1.3518802413377973,,,True,16.875,andes-2.0.0-trapezoid,0.002,andes,True,False,,59.00443000446463,59.18902079950774,-0.8109792004922625,-0.8109963838712634,1.9988695871577167,0.10570595720069434,0.9196228510330993,0.9998242228272701,0.6759401206688986,G6,1.1265668677814977,G6,0.31486941291020326,G4,0,1.179271511302687,-0.569119440987238,True,7.999999999999988,True,True,0.3454296646162859,False,3.414,
dpmax_G0_010,G0,6gfm,gen_loss,1.1908203125,0.0,3.414,,0.2064024748418302,,0.44751995837475156,,,,,,1.3590976270652821,,,False,16.949,andes-2.0.0-trapezoid,0.002,andes,True,False,f_nadir 58.9946 < 59.0; rocof 2.0186 > 2.0,58.994604735295326,59.18109677366221,-0.8189032263377882,-0.8189209924582798,2.0185964087937993,0.1067431607158627,0.9188344109347303,0.9998240094430054,0.6795488135326411,G6,1.1325813558877351,G6,0.31711891951257654,G4,0,1.1907940968119983,-0.5806416349172564,True,7.999999999999988,True,True,0.3488050124487405,False,3.414,
dpmax_G0_011,G0,6gfm,gen_loss,0.6400000000000001,0.0,3.414,,0.14326975976526682,,0.31063618290258455,,,,,,1.014157573080947,,,True,15.168,andes-2.0.0-trapezoid,0.002,andes,True,False,,59.461706870291444,59.55987429864694,-0.44012570135306106,-0.4401247019988997,1.080765562216214,0.05726298824599107,0.956289151296037,0.9998342018430537,0.5070787865404734,G6,0.8451313109007892,G6,0.22634334316588714,G4,0,0.6400013224284752,-0.02986636747885679,True,7.999999999999988,True,True,0.1874633860574107,False,3.414,
dpmax_G0_012,G0,6gfm,gen_loss,1.2300000000000002,0.0,3.414,,0.2108930863744728,,0.45725646123260444,,,,,,1.3836627448195535,,,False,17.179,andes-2.0.0-trapezoid,0.002,andes,True,False,f_nadir 58.9612 < 59.0; rocof 2.0857 > 2.0,58.961178133666515,59.15415514999189,-0.8458448500081133,-0.8458646616541353,2.0857091358722575,0.11026863441816596,0.9161528014673324,0.9998232838872049,0.6918313724097768,G6,1.1530522873496278,G6,0.32490339785684214,G4,0,1.2299707961318052,-0.6198169980553436,True,7.999999999999988,True,True,0.3602811950790862,False,3.414,
