kp_i,ki_i,stable,max_re,zeta_min,dP_max_mw,P_head_min_mw,kappa
0.1,3.0,True,-1.9372394206199146,0.15592790261476858,1.43857421875,1.0946796875000002,1.0048601545828901
0.12,3.5,True,-1.9326619698789171,0.0946536445438352,1.4500976562499996,1.0946796875000002,1.0048601545828901
0.14,3.0,True,-1.9375372214284896,0.06931457166678875,1.4500976562499996,1.0946796875000002,1.0048601545828901
